song_midi,file_name,program_change_value,program_change_msg,start_position,end_position,num_bars,tempo,key,min_pitch,max_pitch,mean_pitch,min_velocity,max_velocity,time_signature,sample_rhythm,chord_progressions,instrument_name,pitch_range
wildwildwest,00_fretless_bass.mid,35,fretless_bass,0,92,92,105,a_minor,33,57,37.38562091503268,127,127,4/4,standard,"[['Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'Dsus2', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']]",00_fretless_bass,low
wildwildwest,01_electric_organ.mid,17,percussive_organ,0,92,92,105,a_minor,57,76,67.74496644295301,60,127,4/4,standard,"[['Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'Bar_None', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Cadd2', 'Cadd2', 'Cadd2', 'Cadd2', 'Cadd2', 'Cadd2', 'Cadd2', 'Cadd2', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'A7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'G7sus4', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'F6', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Fadd2', 'Esus4', 'Esus4', 'Esus4', 'Esus4', 'Esus4', 'Esus4', 'Esus4', 'Esus4']]",01_electric_organ,mid
